STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LBR,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Liberia,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.904956E8,1.839209E8,1.918618E8,2.002296E8,2.189291E8,2.292608E8,2.444595E8,2.6102429999999997E8,2.768207E8,3.069618E8,3.230997E8,3.415431E8,3.68098E8,3.869683E8,4.86955E8,5.775493E8,5.966757E8,6.730106E8,7.172404E8,8.140679E8,8.547115E8,8.465145E8,8.639332E8,8.233749E8,8.484783E8,8.512961E8,8.409644E8,9.728E8,1.0383E9,7.863E8,3.844E8,3.48E8,2.235E8,1.604E8,1.3219999999999999E8,1.348E8,1.594E8,2.959E8,3.596E8,4.418E8,8.74E8,9.06E8,9.27E8,7.48E8,8.97E8,9.49E8,1.119E9,1.373E9,1.726E9,1.768E9,1.998E9,2.398E9,2.791614E9,3.1771981E9,3.225652E9,3.2270757E9,3.3984196E9,3.3907034E9,3.4227548E9,3.3195965E9,3.1761263E9,3.5130495E9,4.001047E9,4.39E9,4.7793009E9
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LKA,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Sri Lanka,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.409873949579832E9,1.444327731092437E9,1.434156378600823E9,1.240672268907563E9,1.309747899159664E9,1.6983193277310925E9,1.751470588235294E9,1.8594650205761316E9,1.801344537815126E9,1.9655462184873948E9,2.296470588235294E9,2.3693086003372684E9,2.5539363484087105E9,2.875625E9,3.5745864661654134E9,3.7912981455064197E9,3.5913198573127227E9,4.1045095828635855E9,2.733183856502242E9,3.36461143224149E9,4.024621899576527E9,4.415844155844156E9,4.768765016818837E9,5.167913302167445E9,6.043474842767295E9,5.9784609720176735E9,6.405210563882941E9,6.682167119565217E9,6.978371581263754E9,6.987267683772539E9,8.032551173240139E9,9.000362581580856E9,9.703011635865847E9,1.033867963576159E10,1.1717604208822338E10,1.3029697560975609E10,1.3897738375248777E10,1.5091913883709103E10,1.5760736956185167E10,1.5711933513283136E10,1.6595882818685669E10,1.5749753804834377E10,1.6536535647083422E10,1.8881765437215084E10,2.066252594129855E10,2.440579104477612E10,2.8267410542516354E10,3.2350238760423862E10,4.0713826215009254E10,4.206622409300646E10,5.86360494341871E10,6.7753285896625435E10,7.044721716377837E10,7.697620382947653E10,8.253112519052245E10,8.50903010520465E10,8.800021117159557E10,9.436935028558136E10,9.445001598284045E10,8.899870629657828E10,8.433557458150722E10,8.855669893770328E10,7.414302026280765E10,8.371614258219453E10,9.896318550964995E10
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,USA,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,United States,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,5.41988586206897E11,5.61940310344828E11,6.03639413793103E11,6.37058551724138E11,6.84144620689655E11,7.41904862068965E11,8.1303275862069E11,8.59620034482759E11,9.40225E11,1.01743817241379E12,1.073303E12,1.16485E12,1.27911E12,1.425376E12,1.545243E12,1.684904E12,1.873412E12,2.081826E12,2.351599E12,2.627333E12,2.857307E12,3.207041E12,3.343789E12,3.634038E12,4.037613E12,4.338979E12,4.579631E12,4.855215E12,5.236438E12,5.64158E12,5.963144E12,6.158129E12,6.520327E12,6.858559E12,7.287236E12,7.639749E12,8.073122E12,8.577554457E12,9.062818202E12,9.631174489E12,1.0250947997E13,1.0581929774E13,1.0929112955E13,1.1456442041E13,1.2217193198E13,1.3039199193E13,1.3815586948E13,1.4474226905E13,1.4769857911E13,1.4478064934E13,1.5048964444E13,1.5599728123E13,1.625397223E13,1.6843190993E13,1.7550680173999998E13,1.8206020741E13,1.8695110842E13,1.9477336549E13,2.0533057312E13,2.1380976119E13,2.1060473613E13,2.331508056E13,2.5604848907611E13,2.72921707932144E13,2.87509561307312E13
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IMN,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Isle of Man,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,2.5119579675445595E8,2.563308521560575E8,3.5628701260627383E8,4.59975486190554E8,5.847029526858768E8,6.176194371727749E8,7.615145596590909E8,8.215079365079366E8,8.548490698490698E8,7.656478704259149E8,8.332552800734619E8,9.222692125611488E8,1.0072059282371294E9,1.1782612966601179E9,1.3851242133156674E9,1.5737421129267108E9,1.6010500832198517E9,1.668684324168706E9,1.8910026978417265E9,2.252620408163265E9,2.802206151592823E9,3.032411026949189E9,3.422733202450104E9,4.46635065589909E9,5.928791505351438E9,5.486921247073229E9,5.920369789501823E9,6.565667052797365E9,6.6902283716690855E9,7.001175622712655E9,7.708454412321261E9,7.084800892222841E9,6.846377563006829E9,6.979788333502793E9,7.491649455927165E9,7.314967866282892E9,6.6842256410256405E9,7.931193222064053E9,7.431257410927127E9,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HPC,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Heavily indebted poor countries (HIPC),GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2.1923722127742054E10,2.2627709232396656E10,2.4599541748703224E10,2.8893534515887817E10,2.68785651724836E10,3.0407034659823124E10,3.2971073893335377E10,3.2488675063871914E10,3.499446197031756E10,3.8503260469205025E10,3.71815367601301E10,4.00995044885172E10,4.4564788726175446E10,5.455356293205887E10,6.425735495693111E10,7.235086341560498E10,7.758549790631E10,8.988536848899367E10,1.046221120179263E11,1.1492980643313153E11,1.2725962922998122E11,1.2791033991296037E11,1.2927837285155013E11,1.282219780685435E11,1.3063596499473528E11,1.3719664036763657E11,1.2621929982302916E11,1.3450903636890686E11,1.4155826423936783E11,1.441322977395825E11,1.6544718350480463E11,1.8001344921046854E11,1.3684469120985518E11,1.4205142190872507E11,1.2151408428589598E11,1.4139590552767712E11,1.5468874745104538E11,1.619334336554644E11,1.676209807074988E11,1.68431404824197E11,1.8192950808670932E11,1.7587985236152243E11,1.9089134646639948E11,2.1661003497442456E11,2.4957111530319647E11,2.8859111956046954E11,3.3899325053289044E11,4.0437228016321423E11,4.8162393690330206E11,4.7521379905647394E11,5.1875413015174554E11,5.735178547153661E11,5.951553440784237E11,6.673141948857043E11,7.054658470080796E11,6.74606540074897E11,6.772006217731884E11,7.350682642388435E11,7.903738987733806E11,8.113722545223427E11,8.16029422839446E11,9.244174634386998E11,1.0025014928013016E12,1.0603160717702886E12,1.1451113492625747E12
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GHA,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Ghana,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.2172300949720452E9,1.302674324883777E9,1.3825156544734278E9,1.5407975885722094E9,1.7312961995229552E9,2.053462968042599E9,2.1263006722296488E9,1.7471876449030993E9,1.6669095176520472E9,1.962050555777498E9,2.2150285884564557E9,2.4171085775273857E9,2.1122932799850671E9,3.006766758439771E9,2.8944099378881984E9,2.8101063829787235E9,2.7652542372881355E9,3.189428571428571E9,3.662478184991274E9,4.02022792022792E9,4.445228215767634E9,4.2224418604651165E9,4.035994397759104E9,4.057275132275132E9,4.412279843444227E9,4.504306722689075E9,5.735677433826828E9,5.074829931972789E9,5.19776503164557E9,5.251858439874004E9,5.889106573460878E9,6.603185267796426E9,6.416103925832665E9,5.9689229393719845E9,5.446383726770467E9,6.464382807678836E9,6.932991739377671E9,6.891443192249848E9,7.482069162420078E9,7.718109982260925E9,4.982850662208511E9,5.314872854440497E9,6.166197847850311E9,7.63272355566221E9,8.881417906714323E9,1.074456838144561E10,2.0885037596696342E10,2.482733913849064E10,2.867938324107291E10,2.604872000552326E10,3.2197655566534706E10,3.933666808055898E10,4.127170106095403E10,6.284572195982703E10,5.4678533805906425E10,4.943680623048395E10,5.614417939785165E10,6.0385409434856674E10,6.725935396560871E10,6.835262924615547E10,7.000824385986661E10,7.95142047303979E10,7.391900320998665E10,8.054714687838431E10,8.230811038646407E10
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TUV,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Tuvalu,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,2585955.874118042,2716989.584499944,2968457.9439252336,3411915.4388212687,4122328.666175387,4014748.0540761985,3919072.229925627,3669419.5916494606,3798781.863297992,4065659.434283767,4206128.133704736,4773017.531638222,4118945.161646254,4152550.304164717,4481977.902553885,3862851.8831019406,4574706.211527701,5020513.499205928,7011059.371362042,8454523.247292565,9542900.901365045,1.0127313913235849E7,1.053502814236866E7,1.0414399956479164E7,1.1772610657934083E7,1.1922614198466606E7,1.3338597330073725E7,1.3734210096631981E7,1.3795146209263815E7,1.4800503258274727E7,1.5073975534937706E7,1.3964732327114027E7,1.684267259528742E7,1.9456338031822786E7,2.2798274979555093E7,2.290997981630778E7,2.4096875463582467E7,2.8450168692764957E7,3.1874434857881963E7,2.80769839703819E7,3.210540847711205E7,3.91969574908996E7,3.934557947237578E7,3.861589063207455E7,3.876098265400955E7,3.6811936082458735E7,4.162906422323883E7,4.5276595353314556E7,4.801525987513561E7,5.41231985662913E7,5.174659431485426E7,6.019640571383929E7,5.906598208736571E7,6.2280311585217156E7,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRL,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Ireland,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.9985502218055434E9,2.15177297996956E9,2.329372971891706E9,2.5050733578850775E9,2.851091646431651E9,3.0356557935247006E9,3.19882090382796E9,3.4457399147310104E9,3.378701146841974E9,3.9027216315466347E9,4.395995085995086E9,5.098250287466462E9,6.318060582218726E9,7.481173065792012E9,7.896860614988031E9,9.483808362369339E9,9.45375601471837E9,1.1248340431377937E10,1.4647996073693748E10,1.8319334300451324E10,2.174785564007121E10,2.067019013816707E10,2.147475296221775E10,2.076604776353137E10,2.0106648454840363E10,2.127001332556009E10,2.8714571852479866E10,3.392051849250936E10,3.777289622075585E10,3.923839267775421E10,4.93056324084929E10,4.9787501584484726E10,5.59185381213989E10,5.241747761367601E10,5.709765606595995E10,6.913982323232323E10,7.579078629032259E10,8.285664875835721E10,9.019941011550969E10,9.889395826264384E10,1.0020761042990924E11,1.093466692296954E11,1.2859603528840102E11,1.6467077125960202E11,1.9437211504106497E11,2.1187698965590652E11,2.321806171622785E11,2.7007927941950046E11,2.7544747145106323E11,2.3644311585369476E11,2.2173282460348376E11,2.4097587104664444E11,2.2692182788813715E11,2.4292424571875598E11,2.6649044212430887E11,3.0210138855627057E11,3.054312527087482E11,3.483552125685147E11,3.9578031981660284E11,4.072117938007131E11,4.360090278189475E11,5.303941238297628E11,5.4834179459908966E11,5.673727374591158E11,6.091574597472053E11
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CHL,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Chile,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,4.211103676740273E9,4.948564550910458E9,5.765971144471418E9,5.702520146031666E9,6.065708668327352E9,6.183988944346056E9,7.256882086195846E9,7.145068067641378E9,7.286820526024621E9,8.456519044382233E9,9.261006540159071E9,1.0999807567123514E10,1.2057501634978977E10,1.7237336172787754E10,1.6584311220138407E10,7.812161793119709E9,1.0523479088807507E10,1.427271143674749E10,1.6373093553715487E10,2.224957462769113E10,2.9586676576095127E10,3.518032221129026E10,1.9710229067286446E10,2.0629678694068413E10,1.997459502815822E10,1.7933557359803566E10,1.919781808467571E10,2.260548885089812E10,2.6174858613845562E10,3.010176799111346E10,3.3428580448271465E10,3.823233091720109E10,4.653889568580884E10,4.993494332088283E10,5.743827359105208E10,7.382042570166026E10,7.858409898363744E10,8.5741415285165E10,8.199001070406023E10,7.557868573552188E10,7.833975072136403E10,7.157473956143288E10,7.026404593927725E10,7.649257964406053E10,9.907598577366815E10,1.2229414516319211E11,1.5384351817086438E11,1.7249107603386267E11,1.7989459447540497E11,1.7177790062389206E11,2.1705120923853412E11,2.5138257389386972E11,2.6702478248685474E11,2.773950188424165E11,2.595609782243589E11,2.4245035583088394E11,2.4934486392843762E11,2.761542599810972E11,2.9585756299170905E11,2.782850587194661E11,2.5404215930931055E11,3.1532554716207153E11,3.012265755402417E11,3.3551805409763696E11,3.302671373715923E11
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LAO,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Lao PDR,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,1.7571428559183671E9,2.3666666155555553E9,1.7768420971634347E9,1.0872731036963859E9,5.989612692978786E8,7.14046821093797E8,8.655598794004065E8,1.0280879723108478E9,1.1278069446151268E9,1.3277486898809426E9,1.5436063451168365E9,1.7635363045396364E9,1.8736715503463552E9,1.7470118573310688E9,1.2801778387190535E9,1.454430642449592E9,1.7311980224676313E9,1.7686190583464744E9,1.7581766530774584E9,2.0233244072841384E9,2.366398119863208E9,2.735558734737903E9,3.455030060978498E9,4.2231527390405164E9,5.446433157401138E9,5.836137329633054E9,7.131771014704564E9,8.750104617173029E9,1.019284633940287E10,1.1983252626545183E10,1.3279245886385435E10,1.4426380125648829E10,1.5912501722614256E10,1.707115548149936E10,1.8141641089796326E10,1.8740561512555496E10,1.8981805250242397E10,1.8827148530934723E10,1.5468785203753174E10,1.584315573125518E10,1.650293312133794E10
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ATG,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Antigua and Barbuda,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,7.75074074074074E7,8.804074074074073E7,1.0959629629629628E8,1.3245185185185184E8,1.4938888888888887E8,1.6644444444444445E8,1.8486666666666666E8,2.122148148148148E8,2.4637037037037036E8,2.975629629629629E8,3.468666666666666E8,4.113962962962963E8,4.5517407407407403E8,4.787185185185185E8,5.04337037037037E8,5.251333333333333E8,5.65662962962963E8,6.250814814814814E8,6.160518518518518E8,6.791407407407407E8,7.344222222222222E8,7.897888888888887E8,8.355444444444444E8,9.010037037037036E8,8.77774074074074E8,8.980925925925925E8,9.480999999999999E8,1.0263296296296296E9,1.1438962962962961E9,1.303674074074074E9,1.4873814814814813E9,1.5576407407407405E9,1.3865185185185184E9,1.298348148148148E9,1.2873592592592592E9,1.3647296296296296E9,1.3254962962962961E9,1.3787074074074073E9,1.4374851851851852E9,1.4896037037037036E9,1.5348555555555553E9,1.6615296296296296E9,1.726448148148148E9,1.411637037037037E9,1.6021259259259257E9,1.8665666666666665E9,2.005785185185185E9,2.207622874074074E9
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TSS,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Sub-Saharan Africa (IDA & IBRD),GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.599282173453059E10,3.7521652879664085E10,4.0553510689969696E10,4.6127211026220985E10,4.5891005945725235E10,5.054363634814238E10,5.4780137858938225E10,5.484290079415161E10,5.86862984678433E10,6.625827467214105E10,7.399885580361597E10,7.60788105580095E10,8.572775747155183E10,1.0927975822760098E11,1.386417574725715E11,1.5222067693120145E11,1.6467448116153265E11,1.8095930920052676E11,2.0265301873921298E11,2.389241862932651E11,3.0009913292376404E11,4.049640379035354E11,3.7648549280286707E11,3.379278436210591E11,3.019362060271152E11,2.883098297824915E11,2.7023996893909988E11,3.0263202354622577E11,3.18689570071268E11,3.243901294755497E11,3.797921504578139E11,4.066972015656969E11,3.6589931150304944E11,3.6985848652750476E11,3.7818161791250146E11,4.8107875890620825E11,5.375299016974347E11,5.652827014954424E11,5.668160177016501E11,4.0465177335615454E11,4.287885058048022E11,4.1093627004277997E11,4.4950089415876715E11,5.659199367603179E11,7.028432046516595E11,8.369937125793774E11,9.888732895220594E11,1.145239979455742E12,1.30103021008085E12,1.2419587521802622E12,1.4696164380398372E12,1.6509558760971887E12,1.7172957332928284E12,1.8254892885682634E12,1.9029080832793806E12,1.6880240931754858E12,1.5318962447776748E12,1.6721278118036855E12,1.7987961013214778E12,2.0457110078481436E12,1.9023922626990623E12,2.1407958040399973E12,2.2926170102670005E12,2.1175974253946443E12,1.9790785039913728E12
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LBN,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Lebanon,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3135400679324584E9,2.717998687710016E9,2.8384853539618664E9,4.690415092536633E9,5.843579160901219E9,7.941744492235954E9,9.599127050175585E9,1.1718795528555569E10,1.3690217333587883E10,1.5751867489444624E10,1.7247179005521946E10,1.7391056369226524E10,1.7260364842454395E10,1.7649751243781094E10,1.915223880597015E10,2.008291873963516E10,2.1159827992039803E10,2.1497336498839138E10,2.202270985140962E10,2.4827355014925373E10,2.9118916105472637E10,3.539958292868988E10,3.844390704212272E10,3.99271259615257E10,4.401679951575456E10,4.6880103080597015E10,4.8095213746600334E10,4.992933783681592E10,5.114730877412936E10,5.302768068590382E10,5.490151915555556E10,5.160595913127413E10,3.1712128253796097E10,2.3131941556784348E10,2.0992421948808086E10,2.0078620356993057E10,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,OMN,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Oman,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,4.423465645350042E7,4.563448735392764E7,5.627320219717458E7,5.9912762538285375E7,6.18725257988835E7,6.327997468801013E7,6.775997289601085E7,1.0715183248965073E8,1.8887984889612088E8,2.399998080001536E8,2.5631979494416404E8,3.010105871029836E8,3.668835483475909E8,4.8306699061241716E8,1.645917776491025E9,2.0966991893456862E9,2.5602200347423277E9,2.7411699478865085E9,2.7403013896931095E9,3.73335263462652E9,5.981760277938622E9,7.259120150550087E9,7.554719455703532E9,7.932541690793283E9,8.821443150924877E9,1.0005645420460632E10,7.324167369143049E9,7.811183094928478E9,8.386215864759428E9,9.37217165149545E9,1.3310273081924578E10,1.2918335500650194E10,1.4183615084525358E10,1.423042912873862E10,1.471521456436931E10,1.57222366710013E10,1.7402080624187256E10,1.8039791937581272E10,1.6044213263979193E10,1.7832769830949284E10,2.2259557867360207E10,2.2205721716514954E10,2.3065539661898567E10,2.4733680104031208E10,2.837893368010403E10,3.5506892067620285E10,4.257763328998699E10,4.830039011703511E10,6.980468140442133E10,5.545409622886866E10,6.4993498049414825E10,7.749752925877763E10,8.740884265279582E10,8.993602080624187E10,9.269908972691808E10,7.871079323797139E10,7.512873862158647E10,8.085669700910272E10,9.150585175552666E10,8.806085825747723E10,7.590949284785435E10,8.732379713914174E10,1.0985279583875162E11,1.0617470803651027E11,1.0713719876938646E11
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ETH,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Ethiopia,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.6105116938421474E9,1.6808595141015992E9,1.7475663070997033E9,1.825058827838533E9,1.9841291856E9,2.1599985912E9,2.324466416E9,2.4617620028E9,2.6199488648E9,2.768987372E9,3.0453544548E9,3.2242808349709244E9,3.52025293826087E9,4.070570549864202E9,4.577209966183576E9,4.57704785410628E9,4.943806093236715E9,5.651840584541063E9,6.014961434782609E9,6.586048398067634E9,7.01258545410628E9,7.507663566666667E9,7.899988840579711E9,8.78166442705314E9,8.29830958067633E9,9.717392686956522E9,1.0094328898067635E10,1.0790001557971016E10,1.1181119717874397E10,1.1762932007246378E10,1.2478943895169083E10,1.37997993236715E10,1.0754799036574486E10,9.051043870121965E9,7.100806753929418E9,7.855205206934051E9,8.761215548486143E9,8.803539988332483E9,8.013274131697146E9,7.892973531800449E9,8.242349617863803E9,8.23132601647494E9,7.850809498168027E9,8.623691300040789E9,1.0131187261442078E10,1.2401139453973831E10,1.5280861834602404E10,1.9707616772799637E10,2.7066912635222847E10,3.2437389116038006E10,2.993379033434179E10,3.1952763089330025E10,4.331072141408288E10,4.7648276605012314E10,5.561222823351786E10,6.2103418181818184E10,6.8475871209606995E10,7.636608176666667E10,8.33379010719697E10,9.183451711262799E10,9.86768110614035E10,1.090709603718593E11,1.23140304666E11,1.3587409320249222E11,1.4974029795298602E11
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LAC,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Latin America & Caribbean (excluding high income),GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,6.187204805375825E10,6.853743309601794E10,7.083814777987474E10,7.785226101437158E10,8.92671143899874E10,9.677364811487929E10,1.069864759253602E11,1.0880255563232352E11,1.1708188686570647E11,1.3118374166245084E11,1.4259674642390695E11,1.5789695288111166E11,1.7959044027963046E11,2.4039590694287073E11,3.160781183550678E11,3.407360157463564E11,3.7075772208793085E11,4.0197042703312756E11,4.870966705778216E11,5.3563540951114655E11,6.473446633931655E11,7.436885237428866E11,6.857845730102583E11,5.91639891642324E11,6.348216349265781E11,6.245401052127305E11,6.327515908978882E11,6.93500475374671E11,7.543913355261624E11,8.576386562844209E11,9.563593436573915E11,1.0223033779437817E12,1.1096557786539614E12,1.3379017106831287E12,1.5818891939132844E12,1.68560682299641E12,1.840978422403432E12,2.0091164772421057E12,2.0249155414819622E12,1.7959623725944907E12,1.9864858638960273E12,1.9355007095915195E12,1.7405486642572598E12,1.7767083596868604E12,2.0251088846060347E12,2.450494745878241E12,2.8584112178875747E12,3.374742715849928E12,3.900603654602566E12,3.612494780540347E12,4.51875526479434E12,5.277645172887881E12,5.250558584752469E12,5.385615104389867E12,5.405172001075221E12,4.578739613722785E12,4.438833899168873E12,4.960873741744954E12,4.81673587746979E12,4.748616176252639E12,3.991303751042442E12,4.637976019252057E12,5.336050967302509E12,6.01467369297605E12,6.168787362595332E12
